DATAFLOW,LAST UPDATE,freq,unit,frequenc,isced11,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,LU,2014,9.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,LU,2019,8.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,LV,2014,1.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,LV,2019,1.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,MT,2014,7.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,MT,2019,7.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,NL,2019,8.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,NO,2014,2.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,NO,2019,1.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,PL,2014,1.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,PL,2019,1.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,PT,2014,24.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,PT,2019,20.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,RO,2014,3.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,RO,2019,2.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,RS,2019,3.1,u
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,SE,2014,2.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,SE,2019,1.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,SI,2014,7.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,SI,2019,6.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,SK,2014,3.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,SK,2019,4.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,TR,2014,0.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,TR,2019,0.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,DAY,TOTAL,T,TOTAL,UK,2014,7.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,AT,2014,13.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,AT,2019,13.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,BE,2014,9.2,u
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,BE,2019,8.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,BG,2014,12.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,BG,2019,13.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,CY,2014,8.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,CY,2019,19.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,CZ,2014,15.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,CZ,2019,16.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,DE,2014,12.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,DE,2019,13.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,DK,2014,12.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,DK,2019,12.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,EE,2014,31.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,EE,2019,26.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,EL,2014,11.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,EL,2019,12.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,ES,2014,12.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,ES,2019,12.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,EU27_2020,2014,14.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,EU27_2020,2019,13.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,EU28,2014,14.2,e
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,FI,2014,16.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,FR,2019,10.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,HR,2014,12.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,HR,2019,12.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,HU,2014,24.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,HU,2019,24.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,IE,2014,10.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,IE,2019,12.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,IS,2014,21.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,IS,2019,19.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,IT,2014,8.7,d
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,IT,2019,7.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,LT,2014,24.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,LT,2019,27.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,LU,2014,8.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,LU,2019,9.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,LV,2014,29.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,LV,2019,28.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,MT,2014,14.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,MT,2019,13.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,NL,2019,10.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,NO,2014,0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,NO,2019,17.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,PL,2014,25.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,PL,2019,25.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,PT,2014,12.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,PT,2019,11.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,RO,2014,11.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,RO,2019,19.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,RS,2019,12.9,u
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,SE,2014,15.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,SE,2019,16.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,SI,2014,16.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,SI,2019,17.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,SK,2014,22.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,SK,2019,22.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,TR,2014,6.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,TR,2019,5.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,LT1M,TOTAL,T,TOTAL,UK,2014,14.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,AT,2014,31.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,AT,2019,26.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,BE,2014,20.6,u
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,BE,2019,17.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,BG,2014,25.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,BG,2019,22.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,CY,2014,23.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,CY,2019,30.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,CZ,2014,26.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,CZ,2019,26.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,DE,2014,25.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,DE,2019,25.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,DK,2014,27.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,DK,2019,28.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,EE,2014,28.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,EE,2019,28.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,EL,2014,25.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,EL,2019,27.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,ES,2014,18.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,ES,2019,18.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,EU27_2020,2014,24.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,EU27_2020,2019,22.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,EU28,2014,23.1,e
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,FI,2014,29.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,FR,2019,22.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,HR,2014,19.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,HR,2019,21.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,HU,2014,22.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,HU,2019,21.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,IE,2014,27.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,IE,2019,22.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,IS,2014,39.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,IS,2019,38.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,IT,2014,20.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,IT,2019,16.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,LT,2014,37.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,LT,2019,31.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,LU,2014,23.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,LU,2019,21.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,LV,2014,32.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,LV,2019,31.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,MT,2014,25.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,MT,2019,18.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,NL,2019,11.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,NO,2014,49.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,NO,2019,30.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,PL,2014,28.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,PL,2019,30.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,PT,2014,14.8,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,PT,2019,15.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,RO,2014,27.0,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,RO,2019,28.3,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,RS,2019,19.9,u
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,SE,2014,27.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,SE,2019,26.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,SI,2014,25.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,SI,2019,25.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,SK,2014,29.6,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,SK,2019,25.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,TR,2014,5.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,TR,2019,5.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,MTH,TOTAL,T,TOTAL,UK,2014,16.5,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,AT,2014,17.4,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,AT,2019,20.1,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,BE,2014,18.2,u
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,BE,2019,23.2,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,BG,2014,33.9,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,BG,2019,29.7,
ESTAT:HLTH_EHIS_AL1E(1.0),01/04/22 23:00:00,A,PC,NVR_NM12,TOTAL,T,TOTAL,CY,2014,46.4,
